datetime,Guanyuan,Nongzhanguan,Huairou,Dongsi,Wanshouxigong,Tiantan,Dingling,Wanliu,Gucheng,Aotizhongxin,Changping,Shunyi
2015-08-12,74,79,65,81,76,67,58,67,73,81,54,70
2015-08-13,97,97,96,102,93,84,91,94,102,108,88,97
2015-08-14,58,51,50,53,55,46,47,56,62,45,40,52
2015-08-15,34,35,24,34,36,32,38,32,37,33,30,22
2015-08-16,57,59,53,58,56,56,60,57,61,55,56,47
2015-08-17,75,74,97,77,74,64,168,83,86,102,149,139
2015-08-18,44,43,50,47,50,44,66,49,51,51,51,40
2015-08-19,40,37,33,40,38,36,37,36,39,41,36,34
2015-08-20,43,42,31,38,45,40,33,37,45,43,25,33
2015-08-21,40,41,29,37,41,39,33,33,44,41,29,33
2015-08-22,27,30,24,26,30,30,27,24,32,28,25,24
2015-08-23,27,29,24,25,26,23,23,25,31,28,23,18
2015-08-24,25,26,17,24,27,23,23,21,28,25,21,18
2015-08-25,22,23,16,21,25,22,23,21,30,23,20,16
2015-08-26,23,27,17,25,27,24,25,21,30,25,20,20
2015-08-27,27,30,19,26,31,29,25,22,30,27,20,19
2015-08-28,30,31,23,28,33,31,26,24,35,29,23,24
2015-08-29,49,47,40,41,47,44,42,43,47,48,40,36
2015-08-30,26,26,21,23,26,24,31,23,27,27,30,22
2015-08-31,21,22,15,20,22,20,24,19,25,25,19,17
2015-09-01,16,18,11,17,18,16,22,15,24,19,13,14
2015-09-02,20,21,12,19,23,19,26,17,26,20,20,14
2015-09-03,29,30,19,27,27,27,32,26,31,30,26,23
2015-09-04,38,29,22,35,35,35,29,31,29,35,24,22
2015-09-05,27,29,26,27,27,27,34,26,32,30,25,21
2015-09-06,24,30,19,26,24,26,31,22,32,28,19,19
2015-09-07,27,28,26,27,25,26,29,25,29,28,24,28
2015-09-08,49,50,37,54,51,45,40,46,56,58,34,46
2015-09-09,36,32,21,35,34,34,28,32,35,36,20,22
2015-09-10,10,9,7,9,12,8,14,12,13,11,7,8
2015-09-11,17,18,14,16,17,15,23,15,22,17,13,12
2015-09-12,17,19,15,17,18,18,23,16,21,18,14,12
2015-09-13,30,29,20,29,30,25,31,32,48,37,23,25
2015-09-14,63,66,49,71,66,58,45,58,56,71,46,67
2015-09-15,75,74,63,81,72,70,60,77,87,84,61,70
2015-09-16,86,86,77,93,84,79,67,82,83,100,67,85
2015-09-17,98,95,92,106,98,88,79,90,97,106,83,100
2015-09-18,70,58,42,62,59,53,34,54,57,61,33,51
2015-09-19,24,23,20,27,18,20,28,22,43,28,19,19
2015-09-20,68,67,59,72,71,65,58,64,80,70,54,53
2015-09-21,82,67,66,82,73,63,75,83,105,91,68,72
2015-09-22,91,84,75,90,89,80,78,90,106,91,80,83
2015-09-23,26,23,19,26,27,24,20,24,37,26,20,22
2015-09-24,76,76,44,83,78,70,46,70,67,80,48,54
2015-09-25,19,16,16,19,21,16,20,26,22,19,16,18
2015-09-26,43,37,29,43,44,36,28,46,63,41,28,32
2015-09-27,52,46,32,57,51,46,33,49,61,57,32,41
2015-09-28,33,32,30,35,31,28,27,28,33,33,26,32
2015-09-29,29,29,20,30,29,28,20,27,31,29,23,26
2015-09-30,18,17,16,18,18,15,15,16,21,18,19,21
2015-10-01,16,17,13,20,17,17,22,16,24,19,14,14
2015-10-02,40,36,28,46,45,37,24,36,48,40,35,40
2015-10-03,40,33,29,41,42,37,25,37,55,42,24,38
2015-10-04,91,85,61,107,95,80,38,77,106,97,31,75
2015-10-05,130,136,138,144,137,124,105,118,136,133,37,147
2015-10-06,177,184,150,188,191,171,117,164,182,189,37,182
2015-10-07,172,154,150,172,165,144,145,169,163,173,25,159
2015-10-08,15,14,14,16,16,17,20,14,23,17,22,11
2015-10-09,20,23,13,27,27,25,25,21,29,29,20,20
2015-10-10,15,33,13,15,16,16,22,14,18,19,18,10
2015-10-11,21,23,20,21,21,20,30,21,25,26,19,14
2015-10-12,21,20,24,21,27,19,24,23,33,20,20,23
2015-10-13,42,41,20,47,44,35,27,42,58,45,25,31
2015-10-14,90,93,48,112,93,81,59,73,94,89,57,59
2015-10-15,77,78,57,88,79,69,59,72,98,86,65,68
2015-10-16,128,145,101,154,137,127,87,112,135,135,96,131
2015-10-17,183,201,150,197,186,171,145,175,180,188,143,179
2015-10-18,41,51,44,51,52,45,27,33,44,50,27,41
2015-10-19,59,58,64,62,60,47,49,26,76,62,47,59
2015-10-20,69,67,51,74,72,65,58,60,72,64,58,54
2015-10-21,32,32,27,33,35,31,29,31,36,29,30,32
2015-10-22,25,19,20,24,20,20,9,21,26,20,14,22
2015-10-23,34,34,31,35,32,29,24,34,53,35,28,34
2015-10-24,41,40,40,47,40,36,33,43,59,43,41,40
2015-10-25,33,31,52,37,32,29,32,31,51,36,41,46
2015-10-26,28,29,39,36,28,36,35,33,33,30,39,28
2015-10-27,26,22,20,33,28,28,19,23,45,24,30,25
2015-10-28,14,15,9,16,14,15,24,13,18,19,15,11
2015-10-29,14,17,17,16,17,17,24,13,19,19,16,17
2015-10-30,27,22,20,32,32,24,17,27,57,31,20,25
2015-10-31,42,36,22,45,41,34,30,42,63,42,44,32
2015-11-01,55,55,37,68,64,56,35,60,84,61,42,50
2015-11-02,68,62,39,74,69,57,42,69,107,76,44,46
2015-11-03,100,117,82,119,107,90,85,95,115,112,97,88
2015-11-04,138,129,112,143,129,126,108,130,151,144,116,135
2015-11-05,69,72,61,72,73,70,60,70,79,72,72,73
2015-11-06,11,15,10,13,12,15,19,11,14,13,25,18
2015-11-07,12,18,11,14,14,16,27,11,17,16,28,18
2015-11-08,33,32,33,34,32,30,40,32,40,33,38,38
2015-11-09,74,85,72,78,68,71,66,69,66,87,66,77
2015-11-10,85,83,67,85,86,84,56,73,87,84,51,85
2015-11-11,62,72,54,68,69,66,37,57,71,71,38,64
2015-11-12,97,103,73,98,103,97,61,85,101,101,65,94
2015-11-13,119,129,115,119,117,113,107,129,150,136,105,135
2015-11-14,164,167,149,160,167,160,117,163,187,169,140,176
2015-11-15,134,134,118,134,126,124,99,116,138,129,97,118
2015-11-16,34,34,46,34,40,38,40,31,40,36,38,43
2015-11-17,47,39,40,43,47,46,42,46,52,46,53,45
2015-11-18,43,38,48,40,42,41,48,40,50,46,47,42
2015-11-19,45,47,54,44,42,45,30,42,44,49,40,58
2015-11-20,38,41,43,38,38,38,35,35,41,39,35,46
2015-11-21,24,26,29,25,25,26,31,20,25,24,28,33
2015-11-22,31,31,30,28,29,30,34,29,35,30,31,34
2015-11-23,18,20,19,15,16,17,21,22,20,17,19,17
2015-11-24,25,23,16,19,24,24,21,20,34,17,23,18
2015-11-25,39,32,19,31,38,39,23,35,45,36,34,25
2015-11-26,28,20,17,24,25,25,15,24,32,23,16,16
2015-11-27,131,144,91,150,158,155,64,95,153,121,66,132
2015-11-28,164,177,115,178,180,173,105,142,166,168,114,159
2015-11-29,169,144,105,166,175,153,82,167,194,154,107,132
2015-11-30,241,247,91,266,249,243,61,191,165,237,102,159
2015-12-01,305,290,267,303,286,271,252,288,311,300,253,309
2015-12-02,16,13,31,16,15,17,23,16,14,20,27,34
2015-12-03,16,13,22,14,17,15,19,14,14,18,24,15
2015-12-04,27,16,17,22,34,24,19,19,32,20,15,14
2015-12-05,41,30,24,40,41,51,16,49,75,41,21,36
2015-12-06,95,101,46,109,101,102,56,78,83,97,63,76
2015-12-07,108,114,92,114,110,106,103,116,127,120,111,106
2015-12-08,155,159,135,149,133,122,140,154,163,162,142,151
2015-12-09,146,167,141,163,154,154,114,135,135,152,114,153
2015-12-10,66,66,64,66,61,61,42,64,61,69,47,63
2015-12-11,28,25,18,29,29,25,24,34,51,29,34,25
2015-12-12,78,99,38,100,119,100,57,67,86,72,67,73
2015-12-13,112,127,69,128,126,118,77,112,135,111,88,115
2015-12-14,97,91,118,81,129,107,65,82,126,85,66,124
2015-12-15,19,20,25,17,19,19,24,19,16,22,13,14
2015-12-16,11,13,16,13,13,14,18,12,13,15,10,14
2015-12-17,41,32,29,41,44,42,29,47,63,32,46,30
2015-12-18,46,49,29,49,47,47,35,57,73,51,28,33
2015-12-19,86,90,52,92,85,78,66,83,89,96,60,76
2015-12-20,128,139,94,135,137,123,99,103,117,120,100,115
2015-12-21,155,152,86,147,162,148,122,147,138,149,134,109
2015-12-22,192,199,122,203,197,203,132,181,181,197,172,141
2015-12-23,178,154,129,173,213,166,92,182,230,151,143,134
2015-12-24,76,55,107,72,232,115,33,62,90,50,63,122
2015-12-25,333,312,261,348,336,306,227,283,301,327,253,269
2015-12-26,190,166,170,192,186,162,264,201,206,199,289,177
2015-12-27,28,34,22,33,29,27,35,24,30,29,28,26
2015-12-28,70,66,38,72,73,65,69,75,83,84,77,57
2015-12-29,183,195,104,208,205,192,118,142,195,192,142,150
2015-12-30,42,67,89,44,45,48,24,41,39,62,45,124
2015-12-31,38,38,27,42,45,41,33,53,60,48,44,33
2016-01-01,115,121,82,117,117,111,84,102,119,116,102,113
2016-01-02,160,179,129,174,177,165,127,139,131,173,146,194
2016-01-03,154,137,139,148,148,137,167,172,179,161,172,170
2016-01-04,21,27,30,27,36,27,26,27,45,28,17,33
2016-01-05,24,20,14,27,29,27,21,28,39,25,15,16
2016-01-06,24,18,14,22,24,30,20,28,41,22,22,15
2016-01-07,13,16,12,17,14,16,22,12,20,18,16,16
2016-01-08,31,22,17,28,30,27,22,27,37,27,16,13
2016-01-09,56,48,26,55,60,57,37,56,68,50,60,33
2016-01-10,37,35,21,35,38,41,30,40,41,35,60,24
2016-01-11,16,19,15,20,18,19,24,15,20,19,17,22
2016-01-12,16,16,13,16,16,16,24,14,24,18,23,17
2016-01-13,26,19,20,25,37,34,27,26,38,26,22,17
2016-01-14,64,48,30,58,73,59,28,59,89,52,43,37
2016-01-15,70,81,53,79,81,82,55,72,73,73,71,74
2016-01-16,83,74,83,84,84,77,97,77,97,85,97,79
2016-01-17,29,24,34,31,26,27,25,29,31,30,27,32
2016-01-18,31,26,18,34,23,26,27,24,31,29,29,20
2016-01-19,58,46,27,56,61,50,35,50,75,46,42,35
2016-01-20,87,92,53,99,90,86,67,74,82,89,78,59
2016-01-21,79,75,83,78,79,83,84,87,98,84,79,77
2016-01-22,25,21,19,23,22,37,26,20,29,21,30,21
2016-01-23,25,22,17,28,23,33,27,19,33,25,26,23
2016-01-24,24,28,23,35,23,31,63,21,28,33,47,33
2016-01-25,30,19,27,31,35,39,25,25,30,23,17,20
2016-01-26,34,29,31,39,35,36,27,30,36,35,38,31
2016-01-27,61,63,41,65,67,66,43,67,72,69,54,67
2016-01-28,74,91,61,88,86,83,57,77,75,91,54,72
2016-01-29,46,43,63,48,42,42,60,47,48,56,50,59
2016-01-30,36,27,31,33,35,32,22,40,48,39,18,39
2016-01-31,15,20,16,20,22,24,26,18,19,21,19,22
2016-02-01,14,18,12,19,17,17,28,17,18,20,19,21
2016-02-02,18,16,18,18,20,19,29,23,24,18,20,20
2016-02-03,21,20,22,22,23,24,25,28,41,24,28,21
2016-02-04,20,22,15,25,23,23,30,23,22,25,23,24
2016-02-05,23,26,21,25,25,25,30,25,27,26,21,25
2016-02-06,28,20,16,26,32,27,28,22,27,21,19,22
2016-02-07,40,38,35,44,44,39,38,36,59,39,47,48
2016-02-08,157,132,106,169,167,187,58,156,85,150,93,144
2016-02-09,27,27,26,27,34,29,27,24,30,28,33,26
2016-02-10,59,64,45,63,59,56,50,57,57,66,50,70
2016-02-11,90,92,97,95,90,90,116,87,83,105,106,124
2016-02-12,84,91,81,90,90,86,89,88,90,93,85,98
2016-02-13,21,24,17,22,23,23,29,23,23,23,19,20
2016-02-14,23,24,18,25,26,26,30,26,25,25,21,26
2016-02-15,23,26,18,33,25,26,34,27,25,33,38,21
2016-02-16,24,25,18,27,24,25,30,28,26,26,30,18
2016-02-17,32,27,27,32,33,30,25,30,36,32,22,23
2016-02-18,24,24,25,24,24,24,30,28,25,25,22,21
2016-02-19,19,21,22,20,21,21,25,19,27,22,26,21
2016-02-20,22,23,20,25,24,24,27,23,21,24,20,20
2016-02-21,60,60,49,66,65,63,53,55,56,62,56,48
2016-02-22,52,46,52,55,50,52,53,51,68,57,53,50
2016-02-23,24,25,29,25,28,25,29,26,27,25,21,25
2016-02-24,25,23,18,26,33,33,24,23,29,26,32,19
2016-02-25,24,21,25,24,24,33,22,23,30,27,29,24
2016-02-26,34,31,32,35,32,33,24,32,43,36,33,30
2016-02-27,18,19,22,18,20,20,26,15,21,21,18,19
2016-02-28,27,26,27,32,27,31,24,27,32,34,29,26
2016-02-29,22,20,20,23,23,23,23,22,32,28,30,18
2016-03-01,74,70,66,78,76,70,67,74,80,83,74,71
2016-03-02,100,105,83,108,110,104,83,100,127,109,91,98
2016-03-03,171,172,144,180,165,161,152,167,172,187,151,180
2016-03-04,187,196,212,195,186,181,210,213,203,216,195,224
2016-03-05,195,164,138,213,183,210,188,179,208,210,190,112
2016-03-06,107,108,91,118,103,107,107,104,120,118,109,77
2016-03-07,55,53,46,87,56,61,56,50,48,60,52,49
2016-03-08,24,27,24,23,27,24,29,27,26,25,22,22
2016-03-09,21,23,20,23,25,25,28,24,25,24,20,21
2016-03-10,31,24,24,34,25,25,32,27,29,34,41,26
2016-03-11,34,28,25,34,26,25,29,25,38,34,28,25
2016-03-12,90,74,68,83,73,70,78,79,91,92,78,86
2016-03-13,34,25,35,30,25,26,31,26,28,30,23,49
2016-03-14,78,69,56,73,68,61,60,62,75,79,60,63
2016-03-15,128,102,96,115,107,100,114,113,133,138,98,111
2016-03-16,175,154,159,164,156,146,157,159,164,179,152,163
2016-03-17,182,158,167,177,167,155,193,185,206,178,169,158
2016-03-18,126,119,96,126,121,111,114,129,132,129,87,100
2016-03-19,71,66,50,68,63,58,72,62,61,85,60,60
2016-03-20,61,55,53,54,57,43,63,66,80,76,58,54
2016-03-21,116,105,80,108,108,96,88,102,115,141,84,94
2016-03-22,137,127,77,130,117,116,112,134,134,152,109,88
2016-03-23,26,27,26,26,25,22,35,32,25,26,27,25
2016-03-24,14,21,23,23,23,21,33,18,29,21,23,20
2016-03-25,18,25,23,21,21,20,34,30,21,23,27,22
2016-03-26,23,23,22,25,25,22,33,26,28,26,24,18
2016-03-27,27,22,24,23,23,24,29,31,26,25,25,21
2016-03-28,130,116,74,130,106,64,89,123,156,137,95,93
2016-03-29,50,40,20,48,40,35,33,50,75,48,27,24
2016-03-30,45,38,35,41,37,41,41,45,61,45,42,30
2016-03-31,161,138,131,142,126,131,148,141,164,158,137,116
2016-04-01,93,66,57,87,69,91,108,93,105,76,91,70
2016-04-02,24,26,23,27,27,27,32,27,26,28,26,28
2016-04-03,30,26,24,31,29,29,29,43,39,30,28,29
2016-04-04,72,62,68,66,58,67,60,63,79,72,56,66
2016-04-05,104,93,83,96,81,96,88,94,104,93,78,81
2016-04-06,110,94,91,100,92,95,117,99,113,103,97,89
2016-04-07,90,88,65,92,69,81,82,88,89,83,70,77
2016-04-08,53,44,41,55,45,46,54,53,64,57,44,40
2016-04-09,158,150,146,154,122,139,157,142,157,158,137,133
2016-04-10,125,111,135,113,101,101,121,109,122,127,122,103
2016-04-11,63,57,59,56,54,53,62,55,67,73,77,48
2016-04-12,61,50,36,54,54,49,47,53,72,60,47,58
2016-04-13,98,93,84,86,95,87,63,79,99,87,71,105
2016-04-14,62,52,53,49,57,50,59,58,78,61,63,45
2016-04-15,71,60,45,60,88,63,52,64,69,70,53,52
2016-04-16,51,43,27,48,42,48,65,39,35,46,59,56
2016-04-17,30,31,29,31,33,32,35,32,34,33,26,25
2016-04-18,27,28,25,29,29,29,30,28,31,30,23,25
2016-04-19,70,51,55,60,63,58,52,52,72,57,61,58
2016-04-20,55,40,36,49,51,51,47,44,71,55,60,35
2016-04-21,113,96,86,115,96,94,78,70,88,104,47,99
2016-04-22,68,54,83,74,55,63,79,38,64,58,27,80
2016-04-23,37,27,32,36,34,32,33,26,51,27,38,30
2016-04-24,110,81,90,88,94,86,84,58,120,77,81,82
2016-04-25,97,71,102,79,88,81,97,57,108,73,82,83
2016-04-26,82,71,88,63,75,79,84,46,93,60,74,81
2016-04-27,69,61,60,63,61,57,63,50,74,56,62,67
2016-04-28,70,60,58,65,63,61,58,54,65,63,53,61
2016-04-29,98,79,79,88,86,85,81,71,105,78,77,88
2016-04-30,124,103,95,121,115,102,105,95,129,103,89,113
2016-05-01,129,117,116,135,117,104,118,113,131,114,117,139
2016-05-02,67,49,48,60,67,72,55,46,66,49,49,85
2016-05-03,47,33,33,40,43,42,37,31,45,33,32,31
2016-05-04,40,30,36,29,34,35,74,28,47,32,30,25
2016-05-05,91,51,59,53,77,71,87,45,89,53,67,46
2016-05-06,48,110,47,119,41,45,63,73,84,93,79,79
2016-05-07,31,31,33,31,32,33,35,30,36,32,28,27
2016-05-08,86,51,66,48,78,75,63,41,87,50,60,55
2016-05-09,50,28,38,27,40,40,37,25,48,32,34,32
2016-05-10,49,33,33,38,45,39,37,32,51,38,32,32
2016-05-11,114,85,108,100,105,89,94,94,123,91,96,79
2016-05-12,35,29,25,38,36,36,33,26,38,31,26,26
2016-05-13,39,43,30,41,46,35,30,27,39,28,28,29
2016-05-14,30,25,36,29,31,28,23,24,33,27,25,27
2016-05-15,26,24,23,28,31,26,22,26,36,30,15,23
2016-05-16,36,34,27,30,50,30,30,24,42,27,23,25
2016-05-17,78,67,54,62,71,63,52,43,74,50,49,58
2016-05-18,71,57,66,52,66,54,60,47,75,53,58,55
2016-05-19,74,69,68,63,72,66,62,61,80,68,62,65
2016-05-20,73,65,57,60,64,63,64,56,77,57,62,54
2016-05-21,58,51,52,49,54,55,56,48,66,50,48,39
2016-05-22,60,54,53,45,54,46,54,41,57,44,46,48
2016-05-23,63,53,62,48,58,52,53,40,63,41,49,49
2016-05-24,24,32,23,25,32,29,42,30,32,32,21,27
2016-05-25,31,35,29,32,39,38,32,35,41,37,27,29
2016-05-26,41,36,23,36,38,37,33,32,42,34,30,26
2016-05-27,76,67,55,61,76,67,49,50,73,52,46,53
2016-05-28,56,47,55,44,53,48,64,46,76,50,57,41
2016-05-29,46,40,36,39,44,44,42,40,53,43,36,35
2016-05-30,111,85,90,79,96,95,85,81,102,73,75,71
2016-05-31,73,74,72,61,69,65,95,63,74,56,68,57
2016-06-01,45,37,42,35,41,44,51,37,50,36,49,30
2016-06-02,59,49,50,44,55,53,61,50,69,48,55,43
2016-06-03,87,72,60,64,76,74,59,72,108,63,64,51
2016-06-04,74,65,90,56,72,69,72,64,91,63,69,65
2016-06-05,65,53,58,68,58,57,68,56,79,50,64,48
2016-06-06,67,61,52,81,66,65,60,59,73,65,49,56
2016-06-07,49,44,52,46,47,46,37,40,49,45,43,45
2016-06-08,86,79,61,81,91,83,55,74,85,73,58,72
2016-06-09,85,77,83,76,75,82,81,76,91,74,79,72
2016-06-10,47,45,43,44,51,42,43,41,52,50,34,46
2016-06-11,29,30,22,30,33,28,30,30,34,30,26,29
2016-06-12,56,52,51,47,51,52,47,47,66,51,48,56
2016-06-13,37,33,33,35,37,35,34,30,41,37,23,26
2016-06-14,27,28,26,26,31,26,30,26,34,29,18,26
2016-06-15,34,34,30,34,38,32,38,33,41,34,30,34
2016-06-16,31,27,29,28,31,27,30,40,48,31,23,29
2016-06-17,35,33,22,34,37,41,29,40,48,26,24,25
2016-06-18,51,46,42,44,45,44,40,39,52,42,35,39
2016-06-19,58,59,47,54,60,59,45,51,68,58,43,49
2016-06-20,63,65,65,62,73,65,57,56,78,70,56,68
2016-06-21,64,66,51,67,81,67,47,56,65,59,45,51
2016-06-22,48,53,57,44,54,44,47,44,50,55,45,53
2016-06-23,63,55,54,57,59,54,38,58,81,60,44,62
2016-06-24,21,23,16,24,27,22,30,23,29,24,23,19
2016-06-25,26,31,22,29,30,20,37,25,33,29,32,31
2016-06-26,49,47,41,43,45,43,49,42,58,44,43,44
2016-06-27,56,49,51,47,61,46,45,49,71,49,47,49
2016-06-28,49,46,26,48,46,44,35,42,45,44,32,29
2016-06-29,83,67,47,73,72,69,61,69,72,68,58,54
2016-06-30,51,40,29,45,52,47,33,41,61,46,29,40
2016-07-01,32,37,19,36,39,33,33,31,39,35,29,23
2016-07-02,43,42,40,38,41,37,108,37,45,44,36,44
2016-07-03,71,55,44,58,63,57,102,64,92,59,53,52
2016-07-04,87,87,77,87,79,83,96,73,83,82,90,72
2016-07-05,69,60,58,60,61,58,91,60,70,59,60,55
2016-07-06,58,54,57,51,55,49,85,54,70,58,59,62
2016-07-07,78,70,70,72,72,68,79,72,86,69,74,72
2016-07-08,69,56,51,67,59,55,73,59,69,58,61,49
2016-07-09,60,49,47,67,51,48,67,49,64,49,49,47
2016-07-10,64,51,64,75,56,50,61,55,64,55,62,63
2016-07-11,66,51,62,80,61,53,55,57,68,55,64,58
2016-07-12,27,28,29,26,29,24,50,26,34,29,24,30
2016-07-13,36,36,22,37,39,32,44,35,44,38,30,36
2016-07-14,35,35,32,35,36,32,35,37,45,37,34,38
2016-07-15,25,24,23,25,25,21,28,23,28,27,23,30
2016-07-16,30,25,17,26,28,27,16,26,33,26,20,21
2016-07-17,57,56,41,50,55,52,43,48,62,51,44,51
2016-07-18,76,61,62,60,64,62,61,72,92,61,57,61
2016-07-19,74,65,44,69,73,72,40,56,70,59,38,50
2016-07-20,28,23,25,24,23,22,23,24,25,24,16,21
2016-07-21,27,15,11,17,18,17,15,17,21,16,12,20
2016-07-22,78,45,34,53,49,44,30,47,46,50,34,43
2016-07-23,107,77,55,77,88,80,53,90,93,81,57,58
2016-07-24,60,43,36,49,51,44,35,59,61,43,29,36
2016-07-25,30,26,18,29,28,25,23,46,45,48,23,30
2016-07-26,37,39,25,35,36,34,27,35,37,51,25,34
2016-07-27,49,47,42,47,48,47,45,45,51,47,41,46
2016-07-28,39,40,43,64,34,30,45,35,45,42,43,41
2016-07-29,79,75,67,80,76,78,69,71,81,70,66,70
2016-07-30,85,88,64,94,87,83,76,77,85,86,68,76
2016-07-31,38,37,28,39,41,40,29,33,36,31,27,30
2016-08-01,52,42,31,45,50,46,34,46,60,39,36,31
2016-08-02,44,37,25,39,45,39,32,40,47,37,33,31
2016-08-03,51,51,28,46,51,48,29,48,56,52,36,41
2016-08-04,69,64,65,65,61,59,50,62,71,64,56,75
2016-08-05,41,39,42,39,44,39,43,38,54,43,43,41
2016-08-06,66,67,63,66,66,62,54,58,77,63,58,63
2016-08-07,32,35,22,33,31,30,31,32,39,37,27,33
2016-08-08,35,36,23,35,31,33,28,35,39,38,31,31
2016-08-09,41,39,42,38,34,34,48,35,49,43,45,47
2016-08-10,56,50,65,52,54,50,51,46,68,47,54,62
2016-08-11,60,48,58,51,56,48,59,54,77,49,65,53
2016-08-12,44,35,36,39,40,34,36,40,53,36,41,39
2016-08-13,22,20,12,19,21,20,14,22,29,13,19,17
2016-08-14,31,37,19,33,32,28,28,30,37,36,26,27
2016-08-15,23,30,23,26,29,22,22,19,24,26,21,22
2016-08-16,28,32,29,29,28,28,28,27,28,33,28,32
2016-08-17,55,55,35,49,49,48,28,45,64,38,36,45
2016-08-18,50,50,34,52,53,51,30,45,46,49,33,39
2016-08-19,26,36,18,28,27,30,26,25,27,27,22,28
2016-08-20,46,47,26,42,44,38,32,37,52,48,32,29
2016-08-21,48,57,45,49,47,47,46,42,50,54,46,51
2016-08-22,42,46,49,43,40,40,38,37,57,47,44,52
2016-08-23,58,45,47,44,51,47,41,51,77,39,51,49
2016-08-24,58,56,49,54,58,55,42,55,72,48,51,51
2016-08-25,18,24,18,20,20,20,28,20,21,21,21,25
2016-08-26,20,21,15,19,21,19,24,19,18,20,20,18
2016-08-27,31,21,17,19,26,24,22,24,20,17,17,20
2016-08-28,20,22,15,21,21,20,25,16,29,23,21,19
2016-08-29,30,26,21,22,30,24,26,31,45,24,26,28
2016-08-30,43,43,32,35,43,38,33,40,51,43,37,37
2016-08-31,23,26,22,22,23,26,22,23,22,20,21,20
2016-09-01,20,18,16,16,19,22,25,20,24,18,15,18
2016-09-02,22,18,14,16,22,21,16,22,36,15,11,15
2016-09-03,28,28,17,25,27,26,28,25,42,27,22,22
2016-09-04,64,56,55,54,58,53,56,59,87,55,59,65
2016-09-05,30,32,19,31,31,30,21,29,27,33,18,22
2016-09-06,22,21,13,16,23,20,19,32,37,16,13,18
2016-09-07,41,37,37,35,38,35,35,33,60,40,39,39
2016-09-08,24,21,16,21,25,23,21,20,29,22,16,26
2016-09-09,23,21,16,20,24,26,20,23,35,25,17,25
2016-09-10,20,22,20,19,26,22,25,25,35,22,23,24
2016-09-11,30,32,22,32,31,34,28,25,32,33,27,23
2016-09-12,31,25,20,23,26,25,17,26,44,30,23,22
2016-09-13,57,55,49,56,60,54,50,50,82,58,52,59
2016-09-14,64,62,71,65,66,60,59,57,76,66,57,77
2016-09-15,56,56,46,56,57,52,39,45,69,53,30,60
2016-09-16,89,95,65,92,94,91,65,78,112,84,72,78
2016-09-17,33,31,20,30,36,31,26,30,38,32,25,27
2016-09-18,14,13,11,15,15,15,11,13,15,14,13,16
2016-09-19,11,14,17,12,15,12,18,17,16,13,13,15
2016-09-20,23,24,14,18,25,21,11,26,40,22,18,21
2016-09-21,69,76,31,55,60,54,44,60,80,59,38,42
2016-09-22,83,71,52,67,72,67,47,65,91,67,50,53
2016-09-23,82,83,77,81,64,73,57,69,77,82,62,85
2016-09-24,94,88,57,78,77,80,46,77,98,77,50,65
2016-09-25,119,119,80,108,101,109,74,101,119,100,88,96
2016-09-26,40,37,30,40,36,35,31,32,44,34,32,36
2016-09-27,26,21,12,30,20,25,23,15,25,19,21,17
2016-09-28,20,16,13,22,14,16,21,9,25,19,17,16
2016-09-29,56,59,32,63,36,45,24,30,61,47,35,42
2016-09-30,93,84,54,96,60,68,53,61,84,72,71,64
2016-10-01,126,119,100,135,94,98,96,103,126,105,110,109
2016-10-02,130,124,101,135,111,109,98,119,132,114,105,98
2016-10-03,84,76,68,84,68,74,74,94,108,78,91,72
2016-10-04,32,33,41,36,22,28,27,25,25,28,28,39
2016-10-05,41,41,36,58,34,35,26,35,41,37,35,42
2016-10-06,55,50,45,55,39,44,46,50,52,45,45,49
2016-10-07,25,25,21,24,22,23,16,22,23,24,20,36
2016-10-08,15,17,13,15,15,17,20,16,18,18,19,17
2016-10-09,38,43,29,44,32,37,64,33,40,34,36,32
2016-10-10,87,88,58,94,71,66,117,67,73,70,56,61
2016-10-11,83,84,77,90,75,76,106,70,82,72,63,80
2016-10-12,62,61,62,63,50,52,94,54,64,52,62,58
2016-10-13,113,111,89,124,94,92,82,92,99,101,77,95
2016-10-14,160,142,153,170,134,126,136,144,164,146,147,148
2016-10-15,135,122,100,134,108,103,124,119,145,120,124,86
2016-10-16,69,68,75,71,66,64,83,66,75,67,89,72
2016-10-17,57,53,37,59,46,52,23,47,57,51,39,42
2016-10-18,113,95,79,104,88,92,73,97,98,87,88,72
2016-10-19,138,137,148,158,135,130,116,139,158,138,124,132
2016-10-20,76,68,75,75,61,61,70,65,74,66,67,62
2016-10-21,27,28,21,27,27,27,22,25,26,28,26,23
2016-10-22,12,12,12,11,11,11,10,11,11,11,14,12
2016-10-23,28,30,17,33,28,26,17,27,32,25,27,26
2016-10-24,72,78,49,84,63,59,36,62,63,75,49,61
2016-10-25,85,94,72,104,80,75,53,76,73,77,64,74
2016-10-26,54,51,41,55,50,46,34,47,51,47,46,42
2016-10-27,34,37,26,32,31,33,29,32,33,31,33,16
2016-10-28,14,12,18,14,11,13,16,12,21,12,13,22
2016-10-29,32,34,31,28,28,38,22,33,44,28,29,48
2016-10-30,56,54,35,53,49,60,26,48,48,47,36,53
2016-10-31,14,16,25,17,16,23,20,16,14,17,15,18
2016-11-01,41,42,36,38,44,33,30,42,55,36,37,43
